ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
TCGA_TCGA-BR-8588	1012.95423830045	1904.56376419294	2917.51800249339	0.51203420294128
TCGA_TCGA-VQ-A8DU	-58.5155948101703	683.650715865015	625.135121054844	0.76693198909065
TCGA_TCGA-HU-A4G9	-1499.00045690393	-148.997145936407	-1647.99760284033	0.934807285551909
TCGA_TCGA-CD-A4MG	632.964331132801	1321.39693706636	1954.36126819916	0.627961876577611
TCGA_TCGA-HU-8602	127.287886212588	1772.98069075857	1900.26857697116	0.634121414302623
TCGA_TCGA-VQ-A91S	-293.447054450523	1227.94134703802	934.494292587495	0.737010291587905
TCGA_TCGA-HU-A4GY	1595.11440120566	2944.43422854745	4539.54862975312	0.295000502821919
TCGA_TCGA-BR-8365	1386.45075090844	1479.24090199133	2865.69165289976	0.518553905860978
TCGA_TCGA-D7-5578	599.119216226905	1615.29963010775	2214.41884633465	0.597803359020781
TCGA_TCGA-BR-8682	990.744563336348	1291.03445781061	2281.77902114695	0.589847868741981
TCGA_TCGA-CG-4465	749.282334897619	1576.89245311105	2326.17478800867	0.584572984538412
TCGA_TCGA-CG-5720	595.062014015248	1788.4742434649	2383.53625748015	0.57772085239221
TCGA_TCGA-D7-6524	1271.83468557584	1689.4453789274	2961.28006450324	0.506505888421192
TCGA_TCGA-CD-A486	292.253658758161	977.841145921996	1270.09480468016	0.702834207420326
TCGA_TCGA-CG-5716	-215.306045638789	1727.03041269116	1511.72436705238	0.677166868422584
TCGA_TCGA-RD-A7BT	-919.370961796571	699.869403802278	-219.501557994293	0.840404636005922
TCGA_TCGA-IN-A7NT	-125.976558527216	447.743955406472	321.767396879257	0.794738977712917
TCGA_TCGA-BR-8296	332.943319386757	1992.55989305745	2325.50321244421	0.584652963302679
TCGA_TCGA-BR-4187	2050.88252762106	2167.71527873057	4218.59780635163	0.339671775742377
TCGA_TCGA-VQ-A91K	116.714900415603	1312.05247193826	1428.76737235386	0.686076728926958
TCGA_TCGA-IN-A6RL	-326.031795828686	768.295169692344	442.263373863658	0.783879827201722
TCGA_TCGA-MX-A5UJ	499.484621373982	936.282649771579	1435.76727114556	0.685328827779095
TCGA_TCGA-BR-8286	500.653773800673	1152.18825754769	1652.84203134837	0.661780388692617
TCGA_TCGA-R5-A7ZF	-1013.05789621215	53.9365037864732	-959.121392425675	0.894180327958309
TCGA_TCGA-VQ-A8E7	-244.809400214425	218.570142213696	-26.2392580007293	0.824693884441365
TCGA_TCGA-CG-4436	-412.805383696959	1348.71066111612	935.905277419163	0.736870289764903
TCGA_TCGA-D7-6520	531.922702859148	805.240845106224	1337.16354796537	0.695797045071332
TCGA_TCGA-BR-4368	792.874622537483	1783.82152265793	2576.69614519541	0.55434853640458
TCGA_TCGA-BR-8676	-325.64145297474	1663.644197434	1338.00274445926	0.695708564084
TCGA_TCGA-BR-6457	1513.01793167191	1725.33717560669	3238.3551072786	0.471028324295725
TCGA_TCGA-D7-A747	1047.29197025077	1760.49211156219	2807.78408181296	0.525803103521782
TCGA_TCGA-CG-4304	934.5307841782	1798.58971507666	2733.12049925486	0.535093769172656
TCGA_TCGA-BR-A44U	262.204041593775	370.712824132653	632.916865726429	0.766198461921852
TCGA_TCGA-KB-A93G	1580.83653377936	1571.47796605029	3152.31449982965	0.482131403989076
TCGA_TCGA-BR-8367	901.859998136848	826.362892968043	1728.22289110489	0.653444613389097
TCGA_TCGA-D7-A6F2	238.604886761023	1529.72585655031	1768.33074331133	0.648976728576935
TCGA_TCGA-D7-6521	1202.32547722936	1922.50598983098	3124.83146706034	0.485661820977313
TCGA_TCGA-BR-6454	205.226913968243	2103.76490125808	2308.99181522632	0.586617537052081
TCGA_TCGA-CG-4466	-731.582665640054	321.992604316765	-409.590061323289	0.855197719294558
TCGA_TCGA-CD-8524	700.608316281281	1117.48425222035	1818.09256850163	0.643402172456181
TCGA_TCGA-BR-7723	228.673838637413	1073.04893735031	1301.72277598773	0.69952410049586
TCGA_TCGA-VQ-A91X	-1643.65202643567	-339.206589371193	-1982.85861580687	0.951128401022748
TCGA_TCGA-BR-6801	331.940171675837	524.2375159137	856.177687589537	0.744731333441673
TCGA_TCGA-IN-A6RN	-704.599211457342	458.257012916567	-246.342198540775	0.842533370948938
TCGA_TCGA-VQ-A928	357.628095402918	521.84910207004	879.477197472957	0.742444530811735
TCGA_TCGA-BR-7958	889.728715444379	2502.97828729754	3392.70700274192	0.450922930647314
TCGA_TCGA-CG-4305	934.911261556273	2008.77647517777	2943.68773673404	0.508730793247378
TCGA_TCGA-CD-A48C	371.281388658003	958.481624510216	1329.76301316822	0.696576865894847
TCGA_TCGA-HU-A4GX	-259.336532350775	1727.51521135486	1468.17867900409	0.681856426158827
TCGA_TCGA-BR-8382	647.329203304723	1562.27976981053	2209.60897311526	0.598369196708133
